Facility Name,Facility RRID,Institution Name,City,State,Country,Website,Services,Description
Caltech Water and Environment Laboratory,RRID:SCR_022714,California Institute of Technology,Pasadena,CA,United States,https://resnick.caltech.edu/research/resource-centers/water-and-environment-lab-wel,"GC,HRAM Mass Spectrometry,Inductively Coupled Plasma Mass-Spectrometry,Mass Spectrometry - Small Molecules","An open access, user operated facility providing access to chromatography and mass spectrometry techniques including GC and GC-MS, IC and IC-MS, ICP-MS, LC and LC-MS, and other environmentally relevent techniques such as isotope ratio measurements of water, TIC/TOC, and laser diffraction particle size analysis."
Advanced Light Microscopy & Spectroscopy Lab,RRID:SCR_022789,California NanoSystems Institute,Los Angeles,CA,United States,https://alms.cnsi.ucla.edu/become-a-user/,"2D Spectra Acquisition and Interpretation,3D & 4D Image Processing Stations,3D Visualization,Confocal Microscope With FCS/FLIM Capabilities ,Confocal Microscopy,Confocal/ Super Resolution Microscope,Consultation,Consultations,Data Analysis And Interpretation,Data Processing,Data Processing And Interpretation,Data Visualization,Fluorescence Lifetime,Fluorescence Microscope With Optical Sectioning Capability,Fluorescence Spectroscopy,Image Aquisition,Image Data Management,Image Processing And Analysis,Laser Capture Microdissection,Light Scattering,Light-sheet Microscopy,Live Cell Imaging,Microscopy,Molecular Imaging,Multiphoton Microscopy,Multiphoton/ Harmonic Generation Microscope,Multiplex Fluorescence,Optical Spectroscopy,Phosphor Imaging,Scanning 20X Brightfield,Scanning 20X Flourescent,Scanning 20X Fluorescent,Scanning 40X Brightfield,Scanning 40X Fluorescent,Serial Two-photon Tomography,Shared Instrumentation Oversight & Maintenance,Spectroscopy,Spinning Disk Confocal Imaging,STED Nanoscopy,Stereomicr","ALMS is a Leica Microsystems Center for Excellence and provides microscopy services, consultation, and support for the application of novel microscopic and spectroscopic methods and advanced image analysis techniques for the study of macromolecules, cellular dynamics and nano-scale characterization of bio-materials. The facility provides a collection of high-level, customized biological fluorescence microscopes and small-animal imaging devices that provide the ability to study biological processes with high spatial and temporal resolution in whole organisms and in living cells down to the..."
BioPACIFIC MIP,RRID:SCR_023540,California NanoSystems Institute,"Santa Barbara, Los Angeles",CA,United States,https://biopacificmip.org/,"3D Bioprinting,3D Printing,Assays and Measurements,Automated Liquid Handling,Cell Culture,Chemical Design And Synthesis,Cloning,Cryo-Electron Microscopy,Electron Microscopy,Flow Chemistry,Gene Expression Arrays,High-throughput Screening,HPLC,Mass Spectrometry - Proteins And Peptides,Microscopy,Modeling And Simulation,PCR Arrays,Peptide Purification And Analysis,Peptide Synthesis,Rheology,Small Angle X-rays Scattering,Transmission Electron Microscopy,X-ray Diffraction and Scattering","BioPolymers, Automated Cellular Infrastructure, Flow, and Integrated Chemistry Materials Innovation Platform (BioPACIFIC MIP) is a platform dedicated to scalable production of bio-derived building blocks and polymers from yeast, fungi, and bacteria. Automated high-throughput synthesis and characterization of bio-derived polymers aims to accelerate discovery and speed development of new high-performance materials."
Electron Imaging Center for Nanomachines,RRID:SCR_022900,California NanoSystems Institute,Los Angeles,CA,United States,https://eicn.cnsi.ucla.edu/,"Cryo-Electron Microscopy,Electron Microscopy,Microscopy,Microtomy/Electron,Scanning Electron Microscopy,Training","Seeing molecules, materials, and molecular machineries at atomic resolution and in three-dimension is critical to nanoscience. In order to facilitate this, the Electron Imaging Center for Nanomachines (EICN) was established at the California NanoSystems Institute (CNSI) through a major instrumentation grant from NIH and support from UCLA. EICN provides advanced electron imaging tools for a broad range of research, covering a scale range from tens of micrometers to angstroms, and delivering valuable structural information for cell biology, microbiology, biomolecular, molecular, and..."
MSSR- Molecular Screening Shared Resource,RRID:SCR_022956,California NanoSystems Institute,Los Angeles,CA,United States,https://mssr.cnsi.ucla.edu/,"Access To Clones,Assay Development,CRISPR,Data Analysis,Full Genome CDNA Screening,High Content Screening,High-throughput Screening,RNA analysis,ShRNA Screening (human, Per Sub-library),SiRNA Screening (human, Genome Wide),SiRNA Screening (mouse, Genome Wide),Small Molecule Compound Screening","The Molecular Screening Shared Resource (MSSR) is a core facility open to all research labs on campus as well as biotech and the pharmaceutical industry. The services provided include assay development and execution, data mining and the use of robotic high throughput screening (HTS) technology. 
 
 For small molecule drug discovery, a total of roughly 300,000 compounds in various libraries are available. We have libraries covering FDA approved drugs, kinases, natural products as well as human metabolites. Assays will be automated to enable rapid screening of 10,000+ tests per diem using..."
CU-Central Biotechnology Services,RRID:SCR_019141,Cardiff University,Cardiff,,United Kingdom,https://www.cardiff.ac.uk/central-biotechnology-services,"Assay Development,Cell Imaging,Cell Sorting,Computational - Bioinformatics,Electron Microscopy,Flow Cytometric Analysis,Gene Expression Arrays,Imaging Flow Cytometry,Microarray,Proteomics,Real-time qPCR,RNA Integrity,Sample Preparation","Central Biotechnology Services is an ISO 9001:2015 and GCLP accredited technology facility offering access to a wide range of life sciences facilities to enable research. Key areas are cell analysis and imaging, genomics and bioinformatics, proteins and diagnostics."
Tissue Engineering and Applied Materials (TEAM) Hub,RRID:SCR_022968,Carleton University,Ottawa,ON,Canada,https://teamhubottawa.com/,"3D Bioprinting,Biochemical Analysis,Bioimage Informatics,Cell Culture,Confocal Microscopy,Confocal/ Super Resolution Microscope,Consultation,Consultations,Data Analysis,Data Analysis And Interpretation,Data Processing,Data Processing And Interpretation,Data Visualization,Discovery Science,Fluorescence Microscope With Optical Sectioning Capability,Mass Spectrometry,Microscopy,Modeling And Simulation,Optical Imaging,Optical Spectroscopy,Outreach,Raman Spectroscopy,Sample Preparation,Super-resolution Microscopy,Tissue Culture,Western Blot","The TEAM Hub has four research facilities:
 1. BioImaging Research Node houses our state-of-the-art commercial and custom imaging systems. Focused on optical imaging.
 2. Tissue Engineering & Biomaterials Testing Research Node is equipped with a microfluidics 3D bioprinter and mechanical testers, which facilitate the development of artificial 3D biological tissue models and the biomechanical testing of different biomaterials and biomedical samples. 
 3. The Biochemistry and Molecular Biology Research Node houses our hypoxia chamber and systems for the characterization and quantification of..."
CMU-Pitt BRIDGE Center,RRID:SCR_023356,Carnegie Mellon University,Pittsburgh,PA,United States,https://www.bridge-center.org/,"Functional Brain Imaging,Image Data Management,Magnetic Resonance Imaging (MRI)","The CMU-Pitt Brain Imaging Data Generation & Education (BRIDGE) Center is a cutting-edge, collaborative MRI facility that is jointly operated by the University of Pittsburgh and Carnegie Mellon University. The center is purely research-dedicated neuroimaging facility, with a focus on advanced data analytics and basic science research, meaning that it is designed exclusively to support basic science research and the next generation of brain scientists."
CWRU Genomics Core,RRID:SCR_019021,Case Western Reserve University,Cleveland,OH,United States of America,http://genomics.case.edu/,"Computational - Bioinformatics,DNA Analysis,Genomics,Genotyping,Real-time qPCR,RNA analysis,RNA Integrity,Sequencing - Capillary Sequencing,Sequencing - DNA Sequencing,Sequencing - Next Generation Sequencing (NGS)","The Genomics Core hopes to provide a centralized resource working to take the difficulty out of Next Generation Sequencing projects for both novice and experienced users alike. To accomplish this we provide assistance in all facets of experimentation from design to data analysis including grant and manuscript preparations. We are a facility that offers NGS, Sanger, Informatics and Genotyping services based off of the Illumina platform."
Imaging Research Core,RRID:SCR_017917,Case Western Reserve University,Cleveland,OH,United States of America,http://case.edu/medicine/ccir/imaging-research-core/,"Body Composition,Clinical Imaging - Small Animal (X-ray, Ultrasound, microCAT, MRI),Functional Brain Imaging,Magnetic Resonance Imaging (MRI),MicroCT,Molecular Imaging,Nuclear Magnetic Resonance (NMR),Optical Imaging,Shared Instrumentation Oversight & Maintenance,Spectroscopy,Ultrasonic Imaging","The Case Center for Imaging Research (CCIR) exists to help further the study of imaging. Within the CCIR, the Imaging Research Core provides a comprehensive suite of preclinical and clinical imaging instrumentation and techniques developed in-house by our leading imaging scientists.
 
 The Core services the CWRU and University Hospitals research communities, researchers and industry partners throughout University Circle and Northeast Ohio, and across the country.
 
 The Imaging Research Core offers the expertise, infrastructure, and environment that can help turn your research into a reality."
High Throughput screening and High Content Imaging,RRID:SCR_017844,Centre for Cellular and Molecular Biology,Bangalore,,India,http://www.ccamp.res.in/HTS-HCI,"Assays and Measurements,Biochemical Analysis,Cell Culture,Cell Imaging,Cytogenetics,F.I.S.H.,Molecular Imaging","The high-throughput screening and imaging facility at the Centre for Cellular and Molecular Platform (C-CAMP) has been created to assist academic and industry in developing and performing high-throughput assays involving NCEs, siRNA, shRNA and dsRNA
 The core also houses a cutting-edge High Content image-based platform for chemical and biology research using both live and fixed cells."
CRCHUM-Rodent Metabolic Phenotyping Core,RRID:SCR_023574,Centre Hospitalier de l’Université de Montréal,Montreal,QC,Canada,https://www.chumontreal.qc.ca/en/crchum/core-facilities-and-services/phenotyping-rodents-metabolic,"Consultation,Controlled Feeding And Meal Challenges,Diet Assessment,Discovery Science,Experimental Design,Glucose Clamps,Glucose Tolerance Tests (GTT),Hyperinsulinemic Euglycemic Clamp (HIEC),Insulin Secretion (static Or Dynamic),Insulin Tolerance Tests (ITT),Islet Isolation,Metabolic Cages,Obesity Models,Phenotyping","The core facility offers a range of services unique in Canada for the study of carbohydrate and energy metabolism in rodents such as routine tolerance tests (glucose, lipids, pyruvate, insulin) and metabolic cages.
 
 The platform also has exceptional expertise in performing hyperglycemic clamps as well as Hyperinsulinemic-euglycemic clamps, which are more informative than tolerance test.
 
 Our expertise covers:
 
 research projects carried out at the cellular or tissue level and on animals,
 complete metabolic phenotyping of genetically modified rodents,
 evaluation of the effect of..."
